variable,level,exp,rmse,corr,bias,stdratio
z,500,mpsbroken,931.1431943404059,0.8683963870615109,-845.7538754584076,1.1755349400416923
z,400,conv,415.9518550578258,0.9983939610061402,-402.5434121295065,1.0914065250487748
z,400,convsat,88.38003656665055,0.9991880714829462,-78.28601806039799,0.9852251968814072
z,400,noRO,473.90141801561674,0.9981097357027741,-456.88719765482233,1.1136013789764587
z,400,RO3ch,1018.1449928870077,0.9824716979390712,-995.4596798963294,1.1033765384456204
z,400,RObangle,1272.1603092739044,0.932750845616713,-1223.0574303143353,0.883366312924705
z,400,cpu,415.31061219620966,0.9983728888157947,-402.17119008188394,1.0897889650421306
z,400,mpsbroken,1214.295785512219,0.9394460150584537,-1154.2952113779888,1.1295775105697947
z,300,conv,580.1642912354131,0.9989475391325553,-569.1175020152461,1.0650917682036318
z,300,convsat,122.04721050918803,0.9995100884298336,-112.71571757148536,0.9877476743733216
z,300,noRO,678.2452517717184,0.9986818725804141,-663.1781565458169,1.0863152298751193
z,300,RO3ch,1413.577406818104,0.9841692404203242,-1384.114111840052,1.0873865618650116
z,300,RObangle,1882.7813979239745,0.9413739227187716,-1816.2241637731402,0.8326461036763528
z,300,cpu,579.6601691951024,0.9989244230502745,-568.8238287449966,1.06373983342684
z,300,mpsbroken,1752.569312126537,0.956451013472537,-1700.7505289261585,1.034665385419533
z,250,conv,693.8658618516747,0.9991976719171602,-686.239054418825,1.0472197614840826
z,250,convsat,146.8822158362905,0.9996270440059023,-138.47143884783307,0.987552327486937
z,250,noRO,818.0834909403858,0.9990207518784542,-807.2699288420304,1.0666340808319472
z,250,RO3ch,1613.686858031275,0.9832698471962675,-1580.6486053327149,1.0608839308350624
z,250,RObangle,2269.6538634153126,0.9417484386774361,-2186.553283879447,0.7853689530125332
z,250,cpu,692.9704069062494,0.9991750281263552,-685.4559713057561,1.046063978314429
z,250,mpsbroken,2109.70964907978,0.9540629180261274,-2050.792736446012,0.9900485286985524
z,200,conv,857.2705783607755,0.9985509288702442,-848.3246518769182,1.0440509206309092
z,200,convsat,176.24487283340295,0.9996434921576475,-167.9773021400092,0.9850351748638545
z,200,noRO,1003.3738097030839,0.9976673448830424,-991.5135840010965,1.0528130149754495
z,200,RO3ch,1774.3890971041542,0.9872346363223355,-1750.2108115642595,1.035913784220208
z,200,RObangle,2700.33280785732,0.9377650740502644,-2611.9298062311195,0.7581611521426613
z,200,cpu,856.107864454465,0.9985139318072979,-847.2253405164283,1.0427250872681733
z,200,mpsbroken,2437.4762434488175,0.9510336028466174,-2376.4532417366177,0.9599507221692127
z,150,conv,1137.80773035963,0.9968450602730011,-1126.455453378118,1.065775380056273
z,150,convsat,237.04235448318317,0.999396561820759,-228.86996323057554,0.9786475694887676
z,150,noRO,1304.4926329301586,0.9946399642820284,-1289.8051777296537,1.070077300154838
z,150,RO3ch,1991.4666021872513,0.9860375398932184,-1973.2985187567076,1.0429521870580138
z,150,RObangle,3070.4179246357935,0.9198271003637223,-3003.91302273214,0.7792410446711293
z,150,cpu,1136.6838017054286,0.9967829653113868,-1125.3426796046456,1.064649227234683
z,150,mpsbroken,2677.005062784299,0.9346423911314714,-2621.2681184296575,0.9574608828375136
z,100,conv,1660.6719608323785,0.9869820836359097,-1650.5203135605436,1.1198192177437052
z,100,convsat,289.0045554753445,0.9984943203679443,-284.0136088798324,0.9721705743503632
z,100,noRO,1849.5404586743784,0.9804604345076006,-1836.4976380065327,1.133873547152352
z,100,RO3ch,2368.602486157954,0.9747661476779612,-2358.354592374077,1.0882318535468423
z,100,RObangle,3192.6089806045893,0.8786726608951229,-3164.495985355879,0.8202937520623795
z,100,cpu,1660.8857227752376,0.987041127629738,-1650.7869260002053,1.1194873804516619
z,100,mpsbroken,2838.314539769853,0.8737603931894455,-2804.564659396886,0.9736739095090212
z,50,conv,1655.561317181471,0.6466089756359471,-1621.4201168375005,0.47826563362507274
z,50,convsat,327.94348813228765,0.983590183552163,-317.8286692008868,0.9281200772121717
z,50,noRO,1844.9188189583417,0.7339149108912014,-1816.3752449315896,0.40429593661520963
z,50,RO3ch,2288.817994977753,0.8331891902697162,-2271.658023884864,0.48526533906645514
z,50,RObangle,2740.3517687414974,0.44013450047598934,-2712.4497844174207,0.2866116436496297
z,50,cpu,1654.581018313421,0.6469453926288978,-1620.4766358968436,0.48033591952511284
z,50,mpsbroken,2568.727155819283,0.9394287772731934,-2557.5052477241625,0.49637617822565083
q,1000,conv,1249.9060099177445,0.9824042496337901,-432.5149454340754,0.9152394179088821
q,1000,convsat,872.828451239431,0.9906787836799054,-33.53196171003421,0.9338005116025321
q,1000,noRO,1332.352180246077,0.9824114279453076,-509.3958510870377,0.8899485246139021
q,1000,RO3ch,2565.5119724369433,0.9550606200383469,-1825.8963765600108,0.8830907616930553
q,1000,RObangle,4382.386177957727,0.8668901055900128,-3085.711913504215,0.696915308861117
q,1000,cpu,1257.7950702269914,0.9821519725967756,-438.36148850751397,0.9155460116754317
q,1000,mpsbroken,4214.846006289189,0.9218907826996939,-3498.476818886853,0.8315296341594948
q,925,conv,1257.0062240657437,0.9712236606550729,-269.12920849171695,0.9249168771994563
q,925,convsat,919.0243303010405,0.9845399528534771,152.0072030426549,0.9471743184804202
q,925,noRO,1368.8430703898816,0.9672509854453141,-287.5767060484731,0.8930266786225154
q,925,RO3ch,2284.3495198889923,0.9283728653412783,-1291.9004869830937,0.9068239277642745
q,925,RObangle,4026.7112731203897,0.7838459314110489,-2456.665533491957,0.6748329933667236
q,925,cpu,1262.4006521871288,0.9710420472364649,-276.88267267781663,0.9245990469913078
q,925,mpsbroken,4191.825300735396,0.8684642858733281,-3345.929396866764,0.8118836602115337
q,850,conv,1220.6478715949238,0.9689039381888395,-411.3726184214097,0.9070372133912615
q,850,convsat,811.0878389631602,0.9858326059187085,99.84283545143172,0.9243715537795536
q,850,noRO,1440.3821097907096,0.9546546543208029,-413.8376362658408,0.8831155390015952
q,850,RO3ch,2247.0329532477836,0.9260876142810465,-1454.430916067525,0.8798318789285983
q,850,RObangle,3978.681252526677,0.7581795273822587,-2598.854559950957,0.610327415204
q,850,cpu,1229.1525587588621,0.9686014578888208,-420.32634404092414,0.9061446844506508
q,850,mpsbroken,4359.566400061514,0.8019571811670345,-3422.7263917784553,0.7546717358033266
q,700,conv,1226.6241982965698,0.9553104359491472,-701.7124140785013,0.9431579286317813
q,700,convsat,710.8199520519448,0.9780998009116356,3.561460531729367,0.9588524757360608
q,700,noRO,1483.0420815832883,0.936806125889566,-884.929403473008,0.9278521391888146
q,700,RO3ch,2260.340136933514,0.9191667169611398,-1796.1405489894892,0.8314192256183297
q,700,RObangle,3959.3221150648324,0.672778350799593,-3011.588909598284,0.5180936280776473
q,700,cpu,1225.3327593527947,0.9555844087590615,-703.2750862000433,0.9411783343253058
q,700,mpsbroken,4663.234875598596,0.4644593777752762,-3556.7434327894302,0.5117189437314582
q,600,conv,1061.4023379785335,0.9496783316838213,-653.1173323605766,0.9070040740087459
q,600,convsat,571.9155544407082,0.9769214167322371,-79.6278384860028,0.9640951715757616
q,600,noRO,1306.7599824327635,0.9338680229065813,-898.1294281721337,0.9068124457715224
q,600,RO3ch,2137.4999395624022,0.873691195066116,-1689.942601490481,0.784921017622984
q,600,RObangle,3648.304656495239,0.536026998629718,-2871.70313724931,0.43517644519168314
q,600,cpu,1063.5221901693224,0.9497923477891489,-657.0260178394041,0.9056373374225899
q,600,mpsbroken,4509.863232086984,0.09381885853706139,-3564.9156853197696,0.4069919887198029
q,500,conv,735.4246994662909,0.9385603720571208,-390.20584830000274,0.8966821137463009
q,500,convsat,440.0118540710835,0.9697360770615355,43.898252637027994,0.9719895210570966
q,500,noRO,1028.5062454007254,0.9008666245767502,-672.1892162159583,0.8950712297657989
q,500,RO3ch,1606.8121861285624,0.8017009133913886,-1197.0720859741432,0.8081751652803466
q,500,RObangle,2870.580471922382,0.4236745872003602,-2364.7289340523107,0.36740435504505564
q,500,cpu,736.5678204575412,0.9388333045046814,-393.74173124482206,0.8949310967084662
q,500,mpsbroken,3345.279941514666,-0.10903024802867047,-2732.2087462257123,0.30415331855461575
q,400,conv,518.073829443932,0.8905464883039333,-233.42997074126515,0.8365112921908295
q,400,convsat,348.42038718840587,0.9392503313695644,9.579657127126483,0.9047328717247202
q,400,noRO,638.9528843013622,0.8618784196709832,-376.01686430079525,0.7937895269777752
q,400,RO3ch,856.5269201342699,0.7329903989623784,-508.4904849373687,0.7906492683549687
q,400,RObangle,1620.0422218748022,0.3714514969885613,-1314.259711891466,0.23659221344478282
q,400,cpu,519.3013772891035,0.8902675449826064,-235.05437183970233,0.8361774188647422
q,400,mpsbroken,1784.0055528828307,-0.22312486378664148,-1425.639928209159,0.19896239915402125
q,300,conv,230.9026504893189,0.8316624314213834,-116.98164790875349,0.7936087352652589
q,300,convsat,143.42005180239371,0.9249518797342617,-44.72774293561603,0.8988365744533057
q,300,noRO,258.0408756914063,0.8094039112255721,-148.6185625637887,0.7550106408198305
q,300,RO3ch,356.95025232868284,0.6095599589739592,-213.94711874223088,0.7081426543542373
q,300,RObangle,553.2471825482659,0.5443284962448373,-450.5114205339558,0.22438294092479702
q,300,cpu,231.391413506569,0.8303512522668779,-116.7659625137474,0.7925468915225965
q,300,mpsbroken,597.8976061552786,0.00738774360482039,-473.6307294441805,0.20959871098427352
q,250,conv,116.19855341716212,0.7519732097919675,-47.8635471913161,0.7286216979867023
q,250,convsat,68.48529914078645,0.9098699765597923,-14.514016223480496,0.8685653795511548
q,250,noRO,121.04019040726006,0.7432523739283347,-55.53111527929314,0.7069896956660144
q,250,RO3ch,163.76216805645396,0.5868291200248933,-98.86580364144693,0.6629429829448527
q,250,RObangle,224.50289595319595,0.6541665886178601,-175.44747840970666,0.21904259839695836
q,250,cpu,116.29597259536428,0.7508045543075902,-47.63825851600988,0.7283767378527247
q,250,mpsbroken,247.94982466258955,0.16346458511839249,-190.76746354341293,0.18043756696923752
q,200,conv,39.23035651451113,0.8229916673900989,-20.621523316287263,0.6830421595147661
q,200,convsat,23.036961677295242,0.9218465747415667,-5.929594948787388,0.8761897650032947
q,200,noRO,41.05779957104122,0.8169145351923371,-22.917053127459774,0.6620109192441652
q,200,RO3ch,51.7598681211553,0.7311562882103598,-33.179191656515826,0.591194269874954
q,200,RObangle,72.7419794303102,0.5385825767886615,-50.77603084515421,0.18665375283053398
q,200,cpu,39.22251471843572,0.8229690213506312,-20.607746844082698,0.6832046482708879
q,200,mpsbroken,78.31125861615082,0.4755696961850741,-57.0813552239276,0.14468969990072927
q,150,conv,8.602982810378782,0.8178653019669314,-4.528683857708122,0.5492491214359129
q,150,convsat,5.417131149934249,0.8879066821976856,-1.0622862188130182,0.8554908103201618
q,150,noRO,8.875160471357828,0.8134895636829643,-4.764133222006619,0.5230066742229477
q,150,RO3ch,10.877434695262599,0.6626148729112432,-6.360480503739113,0.5016284901010343
q,150,RObangle,14.666858508749122,0.37280520167974446,-9.71697201837947,0.1521533201805541
q,150,cpu,8.578093925504296,0.8188656014777074,-4.50859255988922,0.5506541220719605
q,150,mpsbroken,14.846741216039922,0.5186627449582971,-10.363611379826377,0.17101250504242535
q,100,conv,1.1328484547586362,0.2507952133789617,-0.4478916105843864,0.4930055698608841
q,100,convsat,0.7812750371132701,0.7079157983929262,-0.11262561338144315,0.48243826305541837
q,100,noRO,1.1906758334908663,0.18552174209702638,-0.5678150364387352,0.38980988836334646
q,100,RO3ch,1.2446373608535721,0.21383416542328623,-0.6773814865324624,0.433890867511825
q,100,RObangle,1.2432319602223254,0.13577346329378426,-0.691431467856491,0.120550625650298
q,100,cpu,1.1327515235063743,0.24897147262805627,-0.4436772669407873,0.49596946921913004
q,100,mpsbroken,1.5156256862191542,-0.10727642383941281,-1.0121941941458892,0.3191879976327372
q,50,conv,0.1285484255614498,0.8401070754000461,-0.12027393123086007,0.5872546784198339
q,50,convsat,0.04710456870848545,0.8247127972581614,-0.014313655536458353,0.6500943188778243
q,50,noRO,0.14549469154070102,0.8215087451416871,-0.13698068692014845,0.5161560334971184
q,50,RO3ch,0.22839746157010785,0.6335210484707244,-0.21905674065056,0.27518333084269
q,50,RObangle,0.24282869505794302,0.8223946493141221,-0.23570164714189976,0.3031533862236015
q,50,cpu,0.12843475378718597,0.8422254586389001,-0.12019958421683467,0.5862436755689482
q,50,mpsbroken,0.23561021905177948,0.3195070403239756,-0.22424439393290888,0.21326194180089486
